protein (g),calcium (g),sodium (g),fiber (g),vitaminc (g),potassium (g),carbohydrate (g),sugars (g),fat (g),water (g),calories,saturated (g),monounsat (g),polyunsat (g)
10.27,0.031,1.08,0,0.0152,0.172,3.98,0,28.19,54.26,311,11.134,12.218,0.776
15.2,0.085,0.736,0,0.0008,0.315,5.49,4.42,24.59,51.87,308,9.301,10.526,1.12
11.5,0.011,1.108,0,0,0.156,2.6,0,19.3,63.4,230,7.308,9.145,1.639
11.8,0.009,1.18,0,0.001,0.147,5.2,0,14.8,65,204,5.464,6.455,0.51
10.31,0.196,1.24,0,0.0132,0.162,4.19,0,30.61,50.85,336,9.863,13.172,4.348
11.33,0.092,1.12,0,0.0158,0.313,5.61,0,22.73,56.42,272,6.997,9.698,3.475
9.88,0.082,0.922,0,0.0197,0.152,5.65,0,26.18,55.25,298,7.99,10.555,4.672
15.3,0.011,1.184,0,0,0.281,0.73,0,19.87,60.6,247,6.839,9.732,2.107
13.06,0.048,0.716,0,0,0.138,3.45,0,16.06,64.87,211,5.46,7.548,3.051
11.56,0.031,1.055,0,0.011,0.222,6.66,1.35,29.25,45.37,336,11.7,12.789,2.512
11.42,0.123,1.252,0.5,0.0133,0.135,4.68,2.9,16.05,64.55,209,4.355,6.836,3.854
12.2,0.007,0.848,0,0,0.283,2,0,26.34,56.65,297,6.08,8,1.58
19.44,0.011,0.072,0,0.002,0.211,0,0,10.35,70.28,176,0,0,0
14.45,0.014,0.982,0,0,0.246,1.62,1.57,13.53,65.89,186,0,7.165,0.846
13.72,0.028,0.846,0,0,0.348,2.85,0,29.18,51.45,333,9.998,14.692,2.632
13.99,0.011,0.06,0,0,0.231,0,0,31.7,53.51,341,14.94,13,1.614
14.5,0.009,1.16,0,0,0.199,3.1,0,28.5,50.6,327,9.307,12.731,3.193
14.3,0.048,1.112,0,0,0.281,2.93,2.98,27.8,51.3,323,9.93,13.34,2.83
19.3,0.017,1.342,0,0,0.352,1,0,6.8,69.1,142,2.8,0,0.3
19.3,0.014,1.431,0,0,0.336,0.6,0,6.5,69.4,139,2.6,0,0.3
17.9,0.124,0.954,0,0,0.256,0.7,0,10.1,68.2,165,2.6,0,2.1
18.5,0.016,1.381,0,0,0.34,1.1,0,9.3,67,163,3.1,0,1.1
17.5,0.06,1.096,0,0,0.329,1.8,0,9.1,68.2,160,3.1,0,2.7
19.6,0.017,1.056,0,0,0.365,1,0,6.5,69.8,141,3,0,0.3
14.1,0.058,1.082,0,0,0.206,1.37,1.51,29,52.5,328,10.47,13.64,3.02
16.8,0.004,1.04,0,0,0.316,2.25,0.2,0.39,76.73,80,0.13,0.16,0.06
16.79,0.006,1.087,0,0,0.067,2.17,0.1,0.39,76.71,79,0.13,0.121,0.073
16.64,0.016,1.059,0,0,0.439,4.66,0.57,2.73,72.41,110,0.621,0.89,0.374
18.01,0.016,0.722,0.3,0,0.106,4.05,0.47,17.56,57.41,158,3.23,4.8,2.35
24.1,0.008,1.235,0,0,0.398,1.86,0,38.27,31.85,455,14.38,18.4,3.46
22.9,0.011,0.953,0,0,0.101,0,0,6.1,69.1,153,2.6,2.68,0.32
12,0.007,1.055,0.3,0.0014,0.21,3.93,0.9,22.91,58.1,273,9.043,11.433,3.053
11.24,0.014,1.14,0,0,0.156,4.06,3.39,29.57,52.01,330,11.688,14.305,1.182
11.53,0.011,1.12,0,0,0.167,1.72,0,27.64,55.96,305,10.77,13.67,2.73
11,0.01,1.257,0,0,0.15,4.4,0,10,71.3,152,3.692,4.69,0.937
11.54,0.012,1.154,0,0,0.147,3.77,3.39,29.46,52.18,326,11.436,14.321,1.064
12,0.008,1.041,0,0.001,0.129,1.6,0,19.5,63.8,230,8.1,9.8,0.6
12.5,0.054,0.798,0,0.024,0.22,11.21,0,1.59,71.5,109,0.5,0.74,0.35
15.51,0.074,0.844,0.4,0,0.202,2.74,0.53,16.19,62.5,223,3.856,5.932,3.873
12,0.02,0.311,0,0,0.166,1.8,0,28.51,56.7,312,12.038,13.606,1.379
10.26,0.099,1.09,0,0,0.152,4.17,0,25.76,56.31,290,0,0,0
15.5,0.012,0.983,0.1,0.0004,0.261,8.4,0,2.8,69.9,121,0.97,1.19,0.36
9.77,0.099,1.013,0,0,0.141,4.9,0,24.31,57.82,278,0,0,0
12.81,0.267,0.816,0.1,0.002,0.264,0.28,0,23.68,59.85,269,8.719,10.89,2.233
12.23,0.148,1.078,0,0,0.392,3.81,1.21,17.29,62.99,223,4.028,5.736,3.949
30.99,0.026,1.858,0,0,0.449,3.78,0,11.52,47.84,243,3.7,4.95,3.5
15.23,0.039,1.032,0,0.0385,0.461,1.35,1.26,13.9,65.72,191,4.49,7.02,1.47
13.24,0.014,1.369,0,0.0009,0.229,3.03,0,27.24,52.6,310,9.88,13.78,2.95
12.58,0.014,0.994,0,0.0199,0.172,2.11,1.67,25.69,56.67,290,10.62,13.01,0.89
13.6,0.058,1.08,0,0,0.294,4,0,18.7,60.3,241,6.966,8.59,2.022
16.18,0.217,1.197,0,0,0.162,2.28,0,18.53,59.13,245,8.62,7.08,1.38
8.68,0.008,0.912,0,0,0.15,10.64,0,15.53,62.6,216,5.049,7.171,2.689
16.06,0.007,1.365,0,0.002,0.284,0.26,0,18.83,60.77,239,6.291,9.161,2.06
16.5,0.007,1.33,0,0,0.319,4.2,0,10.3,65.3,180,3.422,4.897,1.26
17.93,0.006,0.9,0,0.0006,0.165,7.27,0,2.37,69.94,122,1.167,1.67,0.314
16.28,0.01,1.245,0,0,0.311,1.84,0,20.68,57.35,263,7.181,9.581,2.47
18.85,0.006,1.06,0,0,0.649,0.75,0,2.59,73.9,107,0.66,0.992,0.214
16.6,0.024,1.304,1.3,0.004,0.287,3.83,0,8.6,67.27,163,2.936,4.354,0.789
13.83,0.016,0.83,0,0,0.031,0,0,10.9,73.84,157,3.402,5.601,1.134
11.12,0.017,1.32,0.8,0,0.343,9.98,0.17,4.47,70.47,125,1.449,2.024,0.472
18.58,0.009,1.322,0,0,0.291,2.18,0,10.5,64.78,182,4.08,4.82,0.49
13.1,0,1.2,0,0.0148,0,3.9,0,17.6,62,226,6.23,8.27,2.33
12.23,0.017,0.904,0,0,0.3,2.81,1.6,27.29,54.58,309,9.233,11.8,3.884
11.1,0.011,0.93,0,0,0.199,3.2,0,27.7,55.3,307,10.21,12.81,2.92
17,0.017,1.196,0,0,0.302,2.3,1,5.6,71.5,128,1.452,2.336,0.973
18.3,0.007,1.188,0,0,0.265,2.5,1.5,2,73.7,101,0.541,0.821,0.317
19.7,0.008,1.142,0,0,0.291,3.7,0.7,0.5,72.9,98,0.162,0.177,0.081
12.7,0.243,1.07,0,0,0.158,5.1,1.7,14.5,63.9,201,5.19,6.22,2.98
11.2,0.131,1.136,0,0,0.16,5.3,1.5,13.5,66.9,188,3.839,5.553,3.163
19.3,0.015,1.18,0,0,0.262,4.5,3.9,0.8,72,102,0.234,0.239,0.143
15.1,0.04,1.213,0,0,0.208,1.7,1.8,20.3,59,250,5.27,7.51,4.7
11.3,0.124,1.077,0,0,0.152,4.85,1.2,13.2,67.55,184,3.79,5.31,3.59
19.7,0.015,1.201,0,0,0.312,1.6,0.3,1,74.3,94,0.3,0.33,0.19
15,0.011,1.192,0,0,0.205,4.5,1.7,0.7,76.5,84,0.205,0.198,0.136
19.1,0.017,1.177,0,0,0.268,1.9,0.4,0.7,74.8,90,0.207,0.199,0.133
19.3,0.016,1.288,0,0,0.288,2.2,0.6,0.8,74,93,0.234,0.219,0.163
17.1,0.006,0.966,0,0,0.222,3.25,0.8,2,74.75,99,0.468,0.585,0.41
17.6,0.009,0.919,0,0,0.262,2.4,1.1,2.3,74.8,100,0.63,0.74,0.51
18.2,0.005,1.127,0,0,0.29,0.9,0.9,4.1,73.1,113,1.06,1.14,0.7
14.3,0.009,0.679,0.5,0,0.176,15.4,0,17.5,50.7,276,3.39,8.19,5.48
15.3,0.04,1.004,0,0,0.216,0.4,0.4,9.4,71.9,147,2.783,3.146,2.342
15,0.031,1.018,0,0,0.22,0.9,0.4,9.5,71.4,149,2.9,3.92,2.33
14.8,0.026,0.946,0,0,0.201,3.15,2.8,9.9,69.1,161,2.67,3.56,2.68
19.03,0.02,1.374,0,0.0009,0.33,0.44,0,10.44,65.77,172,2.794,4.436,0.258
15.2,0.008,1.225,0,0.003,0.226,2.1,0,25.6,53.6,304,8.96,12.26,3.42
14.1,0.026,0.86,0,0,0.17,2.2,0,28.5,52.1,326,10.6,13.34,2.6
12.38,0.022,0.7,2.5,0.0035,0.17,5.89,1.65,25.45,53.53,305,9.925,12.286,2.427
14.4,0.011,1.329,0,0,0.208,2.9,0,26.2,52.5,308,11.214,12.288,0.863
17.94,0.006,1.117,0,0,0.308,2.59,0,3.4,72.53,117,1.101,1.289,0.089
15.23,0.039,1.032,0,0.0385,0.461,1.35,1.26,13.9,65.72,196,4.514,7.02,1.47
13.4,0,1.33,0,0,0.409,4.6,0,26.6,51.7,315,9.987,13.505,2.019
12.59,0.009,1.293,0,0,0.202,2.33,0,32.16,49.28,353,11.59,15.09,3.74
12.5,0.006,1.289,0,0.001,0.215,2.1,0,30.3,51.5,334,10.79,14.29,3.56
12.5,0,0.946,0,0.043,0.564,3.4,0,25.1,55.5,293,8.873,12.34,2.666
15.38,0.013,1.182,0,0,0.245,1.58,0,20.9,58.62,260,7.62,9.93,2.05
18.4,0.036,1.225,0,0,0.377,4.9,0,4.8,68.2,141,1.58,2.33,0.51
11.76,0.122,0.003,0,0.0167,0.313,11.63,0,14.96,57.63,228,5.614,7.614,1.657
16.37,0.018,1.246,0,0,0.163,3.05,0,25.39,52.3,311,9.51,11.38,3.12
12.07,0.043,1.127,0,0.001,0.225,7.53,0,22.3,54.9,282,7.95,10.34,2.58
17.27,0.007,1.22,0,0,0.321,4.83,0,7.58,66.77,161,2.56,3.64,0.72
11.75,0.013,1.151,0,0,0.156,5.6,2.3,14.5,65,200,5.82,7.16,0.47
11.05,0.012,1.179,0,0,0.168,2.45,1.4,29.1,54.15,316,12.85,15.21,1.11
10.9,0.069,1.033,0,0,0.154,2.4,1.4,29.4,53.7,318,10.49,14.48,3.93
12.6,0.015,0.977,0,0,0.156,6,2.2,0.6,78,79,0.235,0.208,0.127
11.5,0.05,1.117,0,0,0.163,5.7,2.6,14.75,64.75,202,5.62,7.3,1.54
14.2,0.009,1.118,0.1,0.009,0.184,2.3,0.7,30.6,49.6,341,10.89,15.57,3.76
14.25,0.009,1.159,0.2,0.009,0.202,2.6,1.2,29.35,50.5,331,10.94,15.48,3.73
19.85,0.01,1.438,0,0,0.329,3.95,4.3,1.5,70.4,109,0.394,0.564,0.218
18.3,0.012,1.242,0,0,0.316,1.7,0.9,0.6,75.8,85,0.17,0.16,0.06
14.6,0.011,1.084,0,0,0.234,1.9,1.1,0.7,79.2,72,0.221,0.272,0.136
16.3,0.009,1.249,0,0,0.26,3.65,2.2,11.15,65.25,180,4.056,5.829,1.275
16.3,0.01,1.242,0,0,0.268,1.83,1,3.52,74.45,104,0.851,1.165,1.314
16.6,0.01,1.348,0,0,0.283,1.2,0.3,3.7,74.6,104,1.247,1.727,0.356
16.7,0.01,1.248,0,0,0.281,3.1,3.1,3.5,72.7,111,1.167,1.669,0.314
16.6,0.01,1.214,0,0,0.268,0.1,0.1,3.6,75.8,99,1.222,1.673,0.345
13.85,0.067,1.167,0,0,0.265,3.75,3.3,18.2,60.5,234,6.561,8.278,1.798
15.7,0.021,1.073,0,0,0.029,0,0,13.5,67.5,185,4.299,6.913,1.344
15.2,0.009,1.105,0,0.0027,0.214,2.6,1.3,26.4,52.2,313,9.3,13.1,4.1
13.5,0.109,1.226,0,0,0.27,7,4.6,16.9,58.6,234,5.367,7.393,2.789
13.1,0.113,1.184,0,0,0.294,8,4.6,16.3,58.9,231,5.6,7.86,2.64
9.9,0.111,1.318,0,0,0.186,6.9,3.2,21.8,57.5,263,7.02,11.13,2.63
9.6,0.11,1.275,0,0,0.174,9.1,6.9,21.6,55.8,269,6.99,10.43,2.81
16.3,0.016,0.836,0,0,0.238,1,0.9,30.5,49.5,343,10.69,14.8,3.68
20.7,0.02,1.826,0,0,0.334,1.2,0.2,33.3,39.1,388,12.04,16.75,2.71
13.5,0.009,1.231,0,0,0.212,1.9,1.1,18.2,62.9,225,6.388,8.824,1.896
25.9,0.012,1.976,0,0,0.356,1.6,0.2,28.7,38.25,368,11.085,15.011,2.856
14.2,0.007,1.309,0,0,0.207,1.9,1.1,15.7,64.5,206,6.74,6.91,0.78
13.4,0.075,1.095,0,0,0.217,2.2,1.5,20.3,60.6,245,8.47,10.15,1.67
6.5,0.027,0.821,0.3,0,0.118,15.4,7.9,16.6,59.2,237,5.754,7.201,2.483
12.4,0.01,1.007,0,0,0.18,1.7,1.6,27.3,55.5,302,9.38,13.17,2.78
12.25,0.011,0.967,0,0,0.173,1.95,1.4,26.65,56.3,296,11.25,12.8,0.9
12.9,0.045,1.046,0,0,0.181,1.8,1.5,27.1,54.9,303,10.16,12.99,2.7
12.4,0.011,1.022,0,0,0.173,1.8,1.4,27.1,55.5,301,9.444,12.889,2.87
13.5,0.067,1.036,0,0,0.152,1.7,0.3,28.2,53.2,315,11.16,13.19,2.79
14.6,0.008,1.424,0,0,0.233,1.9,1.1,27,52.5,309,11.8,12.9,1.13
14.9,0.009,1.43,0,0,0.228,0.9,0.5,26.7,53.3,304,10.727,12.142,2.229
14.9,0.01,1.095,0,0,0.218,3.6,1.1,0.6,77.5,80,0.18,0.15,0.11
11.35,0.01,1.025,0,0,0.13,2.35,1.6,30.26,53.22,327,12.46,14.74,1.36
11.1,0.013,1.025,0,0,0.158,2.65,1.8,30.1,53.15,324,12.53,14.62,0.96
13.2,0.02,0.927,0,0,0.467,5.1,3.8,0.5,78,78,0.225,0.19,0.049
10.7,0.021,1.079,0,0,0.401,4.1,2.1,14.9,66.8,193,6.32,7.52,0.99
12,0.164,1.143,0,0,0.131,2.8,1.8,28.7,52.9,318,10.025,13.104,3.849
12.6,0.015,0.974,0,0,0.471,4.3,2.1,0.6,78.8,73,0.2,0.21,0.11
12.1,0.038,1.036,0,0,0.397,2.8,1.5,14.9,66.7,194,5.199,6.763,2.044
10.95,0.06,0.988,0,0,0.162,2.7,1.8,29.9,53.35,327,9.467,13.806,4.255
10.9,0.013,1.039,0,0,0.159,2.3,1.6,28.7,55,311,11.15,14.33,2.67
11.8,0.015,0.827,0,0,0.139,2.6,2.2,28.4,54.7,313,11.14,14.09,1.97
11.8,0.109,1.484,0,0,0.297,9.2,0,16.5,58.2,235,5.85,7.87,1.93
14.59,0.006,0.883,0,0,0.324,1.79,0.43,7.65,72.98,134,2.48,2.816,1.456
19.6,0.009,1.01,0,0.0346,0.228,1.54,0,1.16,74.3,95,0,0.56,0.04
16.3,0.011,0.981,0.1,0.0081,0.345,1.79,3.34,6.21,71.73,133,1.699,2.131,1.635
13.45,0.01,0.386,0,0.01,0.095,6.55,0,13.1,65.64,201,4,5.28,2.46
11.4,0.07,0.697,0,0,0.138,4.67,0,43.84,37.04,462,14.45,25.61,0.84
14.2,0.07,0.697,0,0.002,0.138,1.5,0,28,53.9,319,9.57,12.36,3.16
11.2,0.07,0.807,0,0.002,0.138,6.3,0,28.5,51.8,327,10.1,13.6,3.42
17.3,0.054,1.523,0,0,0.394,4.53,4.61,6.37,67.4,149,2.28,3,0.5
22.68,0.022,1.653,0,0.0007,0.279,0,0,43.98,30.72,494,14.86,17.166,3.426
11.23,0.109,1.304,1.5,0.0078,0.371,8.46,8.46,15.95,60.29,225,5.287,7.06,2.804
14.92,0.047,1.164,0,0,0.267,4.76,0,16.64,60.2,232,6.07,7.68,1.89
14.1,0.012,0.876,0,0.001,0.237,1.63,0,28.72,53.15,326,10.33,13.52,3.08
13.8,0.01,0.805,0,0,0.189,2.7,0,36.25,44.55,396,12.96,17.18,3.9
12.05,0.074,0.876,0,0.0007,0.23,3.63,0,30.64,50.68,342,9.881,13.054,4.504
13.7,0.015,0.689,0,0,0.212,2.36,0,37.63,44.1,407,6.701,8.615,2.368
19.43,0.013,0.749,0,0.0007,0.294,0,0,28.36,49.78,339,9.153,12.376,3.727
15.09,0.009,0.636,0,0.0007,0.248,0,0,26.53,56.22,304,8.796,11.814,3.558
14.49,0.137,0.752,0,0.0007,0.307,0,0,35.04,47.97,378,11.662,15.17,4.869
11.64,0.01,0.377,0,0.001,0.183,7.41,0,13.52,66.17,200,3.45,3.25,6.22
15.27,0.023,0.724,0.2,0.0002,0.259,3.73,0.71,16.28,61.7,223,6.4,5.587,0.427
21.7,0.01,1.89,0,0,0.34,1.2,1.2,37,34.6,425,13.1,18.2,3.6
21.8,0.008,0.936,0,0,0.378,6.4,0,26.4,40.5,350,9.75,13.2,2.29
12.6,0.006,1.14,0,0,0.188,1.9,1.5,22.2,60,261,9.865,10.648,1.036
21.85,0.015,1.449,0,0,0.316,2.4,0.96,25.9,45.19,336,9.316,11.127,2.529
19.3,0.04,1.004,0.1,0,0.216,1.55,1.12,9.21,68.93,172,2.783,3.172,2.466
22.58,0.013,2.26,0,0,0.378,1.6,0,33.72,36.18,407,11.89,16,3.74
23.2,0.008,2.01,0,0,0.378,3.8,0,30.05,37.15,385,10.612,14.854,2.781
15.01,0.094,0.623,0.2,0.0007,1.372,15.38,6.21,30.5,33.74,396,10.58,13.32,3.067
7.66,0.012,1.013,0.2,0,0.11,11.94,0,17.34,60.28,235,5.977,7.584,2.565
15.27,0.012,1.297,0,0,0.283,2.59,2.35,17.2,60.97,230,6.08,8,1.58
19.12,0.021,1.207,0.1,0.0001,0.304,4.27,0.86,27.31,47.13,344,9.655,12.777,3.507
14.25,0.018,0.731,0,0.002,0.253,0.65,0,31.33,51.08,346,11.27,14.34,4.03
16.13,0.025,0.57,0,0.0002,0.194,2.1,0,8.42,71.6,149,3.257,3.629,0.493
15.05,0.021,0.928,0.9,0.0304,0.197,4.65,3.2,8.75,68.5,158,0,0,0
17.6,0.012,1.54,0,0,0.237,3.6,0,19.4,55.2,259,8.01,9.7,0.79
12.07,0.007,0.848,0,0,0.189,1.98,0,26.56,56.58,301,9.207,12.302,2.826
10.5,0.01,0.969,0,0,0.101,2.6,0,19.4,64.9,230,7.125,9.628,1.29
18.5,0.011,1.02,0,0,0.139,0,0,24,55.6,295,7.16,10.19,4.72
13.6,0.1,1.034,0,0,0.246,8.1,1.9,14.3,60.5,216,4.8,7.165,0.846
12.89,0.057,0.848,0,0,0.206,2.13,0.11,25.84,56.11,296,9.482,12.357,2.735
12,0.012,0.911,0,0,0.179,2.42,0,28.73,53.97,320,9.769,12.238,3.927
19.43,0.081,1.483,0.2,0,0.206,1.82,0.12,37.91,36.2,426,10.47,13.68,3.02
15.42,0.032,0.585,0,0.0005,0.229,1.56,0,18.09,63.12,235,3.839,5.158,4.657
15.05,0.021,0.928,0.9,0.0304,0.197,4.65,3.2,8.75,68.5,158,3.77,2.38,1.572
8.06,0.007,0.659,0.3,0.0025,0.158,14.06,0.2,13.87,62.47,213,4.732,6.156,1.664
11.98,0.011,0.827,0,0,0.483,0.18,0.94,28.23,56.49,307,9.313,11.212,3.626
13.97,0.066,1.272,0,0.0032,0.155,3.96,3,21.43,57.4,268,7.789,9.89,2.251
13.28,0.041,1.173,0,0,0.286,1.92,0,27.61,53.91,313,9.72,12.64,3.02
12.69,0.074,0.827,0,0,0.206,1.6,0,27.37,55.31,307,0,13.68,3.02
17.45,0.009,1.3,0,0.0166,0.26,3.33,0.85,30.43,45.18,362,11.51,12.97,1.2
22.7,0.032,0.878,0,0.0011,0.337,0.7,0,23,50.9,307,7.95,9.719,3.25
17.07,0.008,1.015,0.5,0.0057,0.302,4.21,3.51,1.66,74.07,104,0.333,0.494,0.312
22.81,0.008,0.772,0.5,0.0057,0.211,0,3.51,0.88,74.07,99,0.198,0.294,0.186
17.5,0.008,1.114,0.2,0.0089,0.287,2.04,1.43,4.84,71.92,126,1.526,1.902,1.319
19.6,0.005,1.038,0,0,0.299,2.93,0,3.8,72,124,1.09,0.864,1.148
18.14,0.032,0.586,0,0,0.27,2.12,0,6.99,70.15,149,2.04,2.3,1.78
14.79,0.007,1.042,0,0,0.427,5.03,0,1.66,74.87,98,0.318,0.421,0.255
23.89,0.022,0.665,0,0.0007,0.298,0,0,10.44,65.06,196,2.266,2.99,2.706
18.79,0.019,0.593,0,0.0023,0.262,0.47,0,8.08,70.42,155,1.963,2.624,2.386
17,0.031,0.617,0.3,0,0.207,10.92,0,10.3,59.59,204,2.871,3.876,2.541
20.9,0,1.16,0,0,0,1.31,0,0.69,73.5,95,0.22,0.25,0.19
8,0.01,0.796,0.6,0.0019,0.243,11.54,0,2.5,76.3,101,0.85,1.026,0.329
18.6,0.018,0.957,0,0,0.204,2.6,0,16.8,59.2,241,5.944,7.033,2.145
13.5,0.016,1.2,0.4,0.01,0.349,7.7,4,3,72,112,0.118,0.591,0.37
17.5,0.005,0.82,0,0,0.3,1.04,0,12.77,65.87,189,3.944,5.685,1.565
14.95,0.009,0.507,0,0,0.231,0,0,18.56,64.92,231,4.968,8.061,2.246
19.76,0.009,0.54,0,0,0.239,0,0,20.26,58.66,267,5.532,8.71,2.312
14.8,0.019,0.936,0,0,0,1.4,0,22.6,58.2,268,7.9,0,0
15.54,0.017,0.035,9.5,0.0025,0.353,71.15,0.42,7,3,353,1.325,2.148,2.752
7.1,0.028,0.012,7.3,0,0.238,86,9.1,3.5,3,388,0.688,1.011,1.473
5.7,0.03,0.05,0,0,0.006,78.4,40,11.4,2,439,5.8,3.2,2.4
5.9,0.009,0.05,1.5,0,0.236,77.2,39,11.8,2,439,6.3,3.4,2.07
5.4,0.054,0.049,3.1,0,0.008,78.4,38.6,11.4,2,438,5.9,3.3,2.16
6.13,0.107,0.648,3.6,0.0525,0.165,85.9,39.25,2.33,2.68,389,0.525,0.975,0.775
3.33,0.333,0.533,0,0.02,0.033,90,46.67,1.67,2.5,388,0,1.667,0
7.2,0.038,0.036,8.6,0,0.302,80.1,21.2,1.8,9.5,331,0.4,0.5,0.9
6.64,0.126,0.418,6,0.0179,0.224,76.98,28.73,9.82,4.26,408,1.65,6.54,0.84
9.5,0.173,0.05,8.5,0.0006,0.494,73.8,26.2,6.3,1.9,388,0.711,3.205,1.656
4.6,0.333,0.612,2.2,0.02,0.135,82.9,26,6.8,2.3,403,0.7,4.5,1.4
6.67,0.333,0.45,3.3,0.02,0.2,76,43.33,11.67,2.1,433,1.67,6.67,3.33
6.67,0.333,0.442,4,0.02,0.2,83.33,43.33,5,2.3,400,0,3.33,1.67
7,0.455,0.586,6.3,0,0.286,78.8,25.45,4,6.27,358,1.4,1.3,0.9
3.33,0.385,0.69,3.3,0.02,0.156,86.67,30,3.5,2.3,379,0.5,1.5,1.1
5.1,0.067,0.59,3.2,0.02,0.131,86.9,36.4,3.33,2.02,384,0.522,1.67,0
11.33,0.408,0.571,10.1,0.0244,0.609,74.68,4.02,5.9,3.76,367,0.954,1.917,1.973
5.4,0.357,0.57,6.1,0.0536,0.252,84.7,33.4,4,2.2,374,0.7,1.2,1.9
5.6,0.37,0.629,6.2,0.0556,0.291,83.4,34.5,5.1,2.2,380,1.1,1.6,2.1
6.67,0.333,0.584,6.7,0.05,0.233,81.75,33.33,5.23,2.23,400,1.667,1.667,1.667
5.3,0.357,0.568,5.2,0.0214,0.23,84.8,42.86,4,2.34,378,0.551,1.607,1.145
5.27,0.451,0.701,3.8,0.0235,0.152,79.73,33.15,9.38,2.64,414,1.422,3.211,3.061
5.2,0.333,0.546,6.5,0.02,0.266,84.4,42.3,5.1,1.8,385,0,3.33,0
4.7,0.385,0.554,4.6,0.02,0.185,85.8,39.6,3.6,2.3,377,0.6,1,1.4
4.3,0.37,0.587,3.8,0.02,0.194,86.4,44.9,3.7,2.02,382,0.692,1.633,0.703
4.9,0.313,0.745,1.8,0.0188,0.169,80.9,26.2,8.3,2.2,411,1.3,5.1,1.6
5,0.333,0.789,3.2,0.02,0.147,86,38,2.8,2.63,378,0.5,1.012,1.04
4.9,0.714,0.718,8.9,0.02,0.15,77.4,22.1,10.2,2.64,381,1,6.8,2.1
6.67,0.333,0.762,4,0.02,0.15,85.06,10,1.67,2.5,367,0.381,0.381,0.657
6.12,0.204,0.49,10.2,0.0122,0.306,85.44,20.41,3.06,3,347,0.389,1.411,1.02
3.7,0.37,0.643,11.1,0.0222,0.186,84.97,22.22,5.56,2.79,370,0.495,2.938,1.79
6.67,0.333,0.352,47.3,0.02,0.6,83.33,0,3.33,3.19,200,0.379,0.44,1.366
6,0.2,0.452,16.7,0.012,0.263,82.5,21.5,5.9,2.8,352,1.2,2.3,2.3
6.5,0.192,0.462,24.5,0,0.349,84.9,11.2,2.8,2.7,301,0.5,0.5,1
5.2,0.182,0.384,21,0,0.391,85.2,24.6,2.2,4.6,311,0.4,0.4,0.7
8.4,0,0.002,13.7,0,0.305,81.7,20.3,1.7,6,321,0.3,0.3,0.7
5,0.303,0.59,3.2,0.02,0.131,86.9,37.3,3,2.02,384,0.5,0.9,1.3
7.5,0.357,0.617,6,0.0214,0.208,82.6,36.8,3.9,2.2,378,0.9,1.4,1.4
6.25,0.313,0.719,3.1,0.0188,0.141,77.55,34.38,10.94,2.05,438,0.592,7.81,1.56
3.65,0.333,0.6,0,0.02,0.1,89.26,33.33,1.67,2.2,367,0.317,0.503,0.589
5.81,0.37,0.493,6,0.0556,0.217,85.6,33.33,3.9,2.55,370,0.456,1.458,1.407
10,0.37,0.639,7.3,0.07,0.259,80,31.11,4,2.07,367,0,2.536,1.272
5.1,0.323,0.852,4.3,0.02,0.189,84.6,34.3,3.7,2.2,378,0.323,1.67,0.982
11,1.091,0.645,4,0.055,0.166,79,24,2.2,2.83,365,0.5,0.814,0.601
10.71,0.357,0.568,7.1,0.0214,0.411,77.33,32.14,5.36,2.2,393,0,1.79,1.79
7.27,0.036,0.515,5.5,0.0109,0.245,83.64,30.91,4.55,2.15,382,0,2.73,0.91
6.67,0.333,0.619,1,0.02,0.117,86,30,1.67,2.2,400,0.278,0.585,0.615
3.33,0.333,0.633,3.3,0.02,0.133,87.26,20,3.33,2.37,400,0.452,1.116,1.341
6.8,0.57,0.631,8.9,0.0254,0.188,84.9,9.76,2.6,2.79,367,0.432,0.743,0.958
7.02,0.399,0.721,4.7,0.0233,0.182,82.9,39.93,3.63,3.17,407,0.602,1.195,1.183
6.9,0.213,0.564,12.1,0.0128,0.379,84.06,20.69,2.59,2.5,328,0.481,0.589,0.86
6.9,0.345,0.555,9.3,0.0517,0.292,83.34,20.69,3.45,2.5,379,0.531,1.011,1.38
8,0.036,0.376,5,0,0.279,80,33.41,4.6,6.72,386,0.85,2.115,1.142
9.09,0.036,0.207,7.5,0.0109,0.327,77.25,29.09,8.18,2.86,400,0.91,3.64,2.73
7.27,0.036,0.491,7.3,0.0109,0.309,84,34.55,3.64,2.59,382,0.91,1.82,0.91
8.5,0.032,0.196,7.5,0,0.346,83.1,31.9,3.9,2.5,382,0.8,1.1,1.3
7.27,0.036,0.461,9.8,0,0.35,76.36,27.27,6.36,7.54,364,0.91,2.73,0.91
6.67,0.333,0.662,4,0.02,0.217,75.86,40,11.67,2.67,433,1.67,5,3.33
6.45,0.37,0.91,1,0.0222,0.167,85.42,7.41,1.61,2.5,382,0.348,0.552,0.525
6.05,3.333,0.698,2.5,0.2,0.094,85.55,11,1.61,2.56,373,0.4,0.214,0.368
5.45,1.818,0.438,9.1,0,0.564,76.36,34.55,1.82,8.75,309,0.297,0.262,0.914
9.3,2.041,0.195,8,0.1224,0.287,76.8,21.9,3.7,2.9,353,0.8,1.1,1.3
6.2,1.724,0.334,7.3,0,0.24,78.8,27.9,2,4,335,0.5,0.4,1
